CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-000040,draft,9/14/2009,DISA FSO,"The organization audits any use of privileged accounts, or roles, with access to organization-defined security functions or security-relevant information, when accessing other system functions.",technical,,,3,AC-6 (2),1,AC-6 (2).1 (iii)
CCI-000225,draft,9/14/2009,DISA FSO,"The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.",policy,4,AC-6,3,AC-6,1,AC-6.1
CCI-000226,draft,9/14/2009,DISA FSO,The information system provides the capability for a privileged administrator to configure organization-defined security policy filters to support different security policies.,technical,,,3,AC-6 (4),1,AC-6 (4).1
CCI-000044,draft,9/14/2009,DISA FSO,The information system enforces the organization-defined limit of consecutive invalid logon attempts by a user during the organization-defined time period.,technical,4,AC-7 a,3,AC-7 a,1,AC-7.1 (ii)
CCI-000045,draft,9/14/2009,DISA FSO,"The organization defines in the security plan, explicitly or by reference, the time period for lock out mode or delay period.",policy,,,3,AC-7 b,1,AC-7.1 (iii)
CCI-000046,draft,9/14/2009,DISA FSO,The organization selects either a lock out mode for the organization-defined time period or delays the next login prompt for the organization-defined delay period for information system responses to consecutive invalid access attempts.,policy,,,3,AC-7 b,1,AC-7.1 (iv)
CCI-000047,draft,9/14/2009,DISA FSO,"The information system delays next login prompt according to the organization-defined delay algorithm, when the maximum number of unsuccessful attempts is exceeded, automatically locks the account/node for an organization-defined time period or locks the account/node until released by an Administrator IAW organizational policy.",technical,,,3,AC-7 b,1,AC-7.1 (iv)
CCI-000050,draft,9/14/2009,DISA FSO,The information system retains the notification message or banner on the screen until users acknowledge the usage conditions and take explicit actions to log on to or further access the information system.,technical,4,AC-8 b,3,AC-8 b,1,AC-8.1 (iii)
CCI-000052,draft,9/14/2009,DISA FSO,"The information system notifies the user, upon successful logon (access) to the system, of the date and time of the last logon (access).",technical,4,AC-9,3,AC-9,1,AC-9.1
CCI-000053,draft,9/14/2009,DISA FSO,"The information system notifies the user, upon successful logon/access, of the number of unsuccessful logon/access attempts since the last successful logon/access.",technical,4,AC-9 (1),3,AC-9 (1),1,AC-9 (1).1
CCI-000106,draft,9/14/2009,DISA FSO,"The organization provides basic security awareness training to information system users (including managers, senior executives, and contractors) as part of initial training for new users.",policy,4,AT-2 a,3,AT-2,1,AT-2.1 (i)
CCI-000113,draft,9/14/2009,DISA FSO,"The organization documents individual information system security training activities, including basic security awareness training and specific information system security training.",policy,4,AT-4 a,3,AT-4 a,1,AT-4.1 (i)
CCI-000114,draft,9/14/2009,DISA FSO,"The organization monitors individual information system security training activities, including basic security awareness training and specific information system security training.",policy,4,AT-4 a,3,AT-4 a,1,AT-4.1 (i)
CCI-000115,draft,9/14/2009,DISA FSO,"The organization establishes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest recommended security practices, techniques, and technologies; and to share current security-related information including threats, vulnerabilities, and incidents.",policy,,,3,AT-5,1,AT-5.1
CCI-000116,draft,9/14/2009,DISA FSO,"The organization institutionalizes contact with selected groups and associations within the security community to facilitate ongoing security education and training; to stay up to date with the latest recommended security practices, techniques, and technologies; and to share current security-related information including threats, vulnerabilities, and incidents.",policy,,,3,AT-5,1,AT-5.1
CCI-000237,draft,6/23/2009,DISA FSO,The organization manages information system accounts by specifically authorizing and monitoring the use of guest/anonymous accounts and temporary accounts.,policy,,,3,AC-2 f,1,AC-2.1 (i)
CCI-001452,draft,5/25/2009,DISA FSO,The information system enforces the organization-defined time period during which the limit of consecutive invalid access attempts by a user is counted.,technical,,,3,AC-7 a,1,AC-7.1 (ii)
CCI-000166,draft,5/22/2009,DISA FSO,The information system protects against an individual (or process acting on behalf of an individual) falsely denying having performed organization-defined actions to be covered by non-repudiation.,technical,4,AU-10,3,AU-10,1,AU-10.1
CCI-000167,draft,5/22/2009,DISA FSO,The organization retains audit records for an organization-defined time period to provide support for after-the-fact investigations of security incidents and to meet regulatory and organizational information retention requirements.,policy,4,AU-11,3,AU-11,1,AU-11.1 (iii)
CCI-000169,draft,5/22/2009,DISA FSO,The information system provides audit record generation capability for the auditable events defined in AU-2 a. at organization-defined information system components.,technical,4,AU-12 a,3,AU-12 a,1,AU-12.1 (ii)
CCI-000174,draft,5/22/2009,DISA FSO,The information system compiles audit records from organization-defined information system components into a system-wide (logical or physical) audit trail that is time-correlated to within an organization-defined level of tolerance for relationship between time stamps of individual records in the audit trail.,technical,4,AU-12 (1),3,AU-12 (1),1,AU-12 (1).1 (iii and v)
CCI-000147,draft,5/22/2009,DISA FSO,The organization defines the audit failure events requiring real-time alerts.,policy,4,AU-5 (2),3,AU-5 (2),1,AU-5 (2).1 (i)
CCI-000148,draft,5/22/2009,DISA FSO,The organization reviews and analyzes information system audit records on an organization-defined frequency for indications of organization-defined inappropriate or unusual activity.,policy,4,AU-6 a,3,AU-6 a,1,AU-6.1 (ii)
CCI-000149,draft,5/22/2009,DISA FSO,The organization reports any findings to organization-defined personnel or roles for indications of organization-defined inappropriate or unusual activity.,policy,4,AU-6 b,3,AU-6 a,1,AU-6.1 (iii)
CCI-000152,draft,5/22/2009,DISA FSO,"The information system integrates audit review, analysis, and reporting processes to support organizational processes for investigation and response to suspicious activities.",technical,,,3,AU-6 (1),1,AU-6 (1).1
CCI-000153,draft,5/22/2009,DISA FSO,The organization analyzes and correlates audit records across different repositories to gain organization-wide situational awareness.,policy,4,AU-6 (3),3,AU-6 (3),1,AU-6 (3).1
CCI-000154,draft,5/22/2009,DISA FSO,The information system provides the capability to centrally review and analyze audit records from multiple components within the system.,technical,4,AU-6 (4),3,AU-6 (4),1,AU-6 (4).1
CCI-000156,draft,5/22/2009,DISA FSO,The information system provides an audit reduction capability.,technical,,,3,AU-7,1,AU-7.1
CCI-000157,draft,5/22/2009,DISA FSO,The information system provides a report generation capability.,technical,,,3,AU-7,1,AU-7.1
CCI-000158,draft,5/22/2009,DISA FSO,The information system provides the capability to process audit records for events of interest based on organization-defined audit fields within audit records.,technical,4,AU-7 (1),3,AU-7 (1),1,AU-7 (1).1
CCI-000159,draft,5/22/2009,DISA FSO,The information system uses internal system clocks to generate time stamps for audit records.,technical,4,AU-8 a,3,AU-8,1,AU-8.1
CCI-000160,draft,5/22/2009,DISA FSO,The information system synchronizes internal information system clocks on an organization-defined frequency with an organization-defined authoritative time source.,technical,,,3,AU-8 (1),1,AU-8 (1).1 (iii)
CCI-000161,draft,5/22/2009,DISA FSO,The organization defines the frequency for the synchronization of internal information system clocks.,policy,4,AU-8 (1) (a),3,AU-8 (1),1,AU-8 (1).1 (i)
CCI-000162,draft,5/22/2009,DISA FSO,The information system protects audit information from unauthorized access.,technical,4,AU-9,3,AU-9,1,AU-9.1
CCI-000163,draft,5/22/2009,DISA FSO,The information system protects audit information from unauthorized modification.,technical,4,AU-9,3,AU-9,1,AU-9.1
CCI-000164,draft,5/22/2009,DISA FSO,The information system protects audit information from unauthorized deletion.,technical,4,AU-9,3,AU-9,1,AU-9.1
CCI-000165,draft,5/22/2009,DISA FSO,"The information system writes audit records to hardware-enforced, write-once media.",policy,4,AU-9 (1),3,AU-9 (1),1,AU-9 (1).1
CCI-000175,draft,5/22/2009,DISA FSO,"The organization manages information system authenticators for users and devices by verifying, as part of the initial authenticator distribution, the identity of the individual and/or device receiving the authenticator.",policy,,,3,IA-5 a,1,IA-5.1 (ii)
CCI-000176,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by establishing initial authenticator content for authenticators defined by the organization.,policy,4,IA-5 b,3,IA-5 b,1,IA-5.1 (ii)
CCI-000177,draft,5/22/2009,DISA FSO,"The organization manages information system authenticators for users and devices by establishing and implementing administrative procedures for initial authenticator distribution, for lost/compromised, or damaged authenticators, and for revoking authenticators.",policy,,,3,IA-5 d,1,IA-5.1 (ii)
CCI-000178,draft,5/22/2009,DISA FSO,The organization manages information system authenticators for users and devices by changing default content of authenticators upon information system installation.,policy,,,3,IA-5 e,1,IA-5.1 (ii)
CCI-000179,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by establishing minimum lifetime restrictions for authenticators.,policy,4,IA-5 f,3,IA-5 f,1,IA-5.1 (ii)
CCI-000180,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by establishing maximum lifetime restrictions for authenticators.,policy,4,IA-5 f,3,IA-5 f,1,IA-5.1 (ii)
CCI-000181,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by establishing reuse conditions for authenticators.,policy,4,IA-5 f,3,IA-5 f,1,IA-5.1 (ii)
CCI-000182,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by changing/refreshing authenticators in accordance with the organization-defined time period by authenticator type.,policy,4,IA-5 g,3,IA-5 g,1,IA-5.1 (ii)
CCI-000183,draft,5/22/2009,DISA FSO,The organization manages information system authenticators by protecting authenticator content from unauthorized disclosure.,policy,4,IA-5 h,3,IA-5 h,1,IA-5.1 (ii)
CCI-000184,draft,5/22/2009,DISA FSO,"The organization manages information system authenticators by requiring individuals to take, and having devices implement, specific security safeguards to protect authenticators.",policy,4,IA-5 i,3,IA-5 i,1,IA-5.1 (ii)
CCI-000201,draft,5/22/2009,DISA FSO,The organization protects authenticators commensurate with the security category of the information to which use of the authenticator permits access.,policy,4,IA-5 (6),3,IA-5 (6),1,IA-5 (6).1
